,name,salary_from,salary_to,salary_currency,area_name,published_at
2465,Фрезеровщик,110000.0,,RUR,Чебоксары,2022-12-12T12:14:52+0300
2466,Токарь-универсал,105000.0,130000.0,RUR,Льгов,2022-12-12T15:43:49+0300
2467,Слесарь по ремонту холодильного оборудования,60000.0,150000.0,RUR,Голицыно,2022-12-12T14:34:22+0300
2468,Инженер/ведущий инженер отдела оперативного контроля сети,1600.0,,BYR,Минск,2022-12-12T13:38:48+0300
2469,Ведущий программист 1C,150000.0,300000.0,RUR,Москва,2022-12-12T15:31:43+0300
2470,Специалист IT отдела,40000.0,,RUR,Брянск,2022-12-12T16:14:23+0300
2471,Технический директор,55000.0,55000.0,RUR,Иркутск,2022-12-12T12:11:42+0300
2472,Фрезеровщик,80000.0,,RUR,Чебоксары,2022-12-12T13:54:10+0300
2473,Системный администратор,40000.0,60000.0,RUR,Батайск,2022-12-12T15:42:32+0300
2474,Технический специалист,,,,Москва,2022-12-12T14:14:18+0300
2475,Оператор токарных станков с ЧПУ,64000.0,,RUR,Воронеж,2022-12-12T16:12:49+0300
2476,Оператор станка с ЧПУ,115000.0,135000.0,RUR,Воткинск,2022-12-12T16:06:45+0300
2477,"Выпускающий редактор в СМИ, журналист, автор текстов",55000.0,,RUR,Санкт-Петербург,2022-12-12T15:33:08+0300
2478,Менеджер по продукту,135000.0,,RUR,Москва,2022-12-12T15:03:46+0300
2479,Фрезеровщик,110000.0,,RUR,Владимир,2022-12-12T12:15:18+0300
2480,Художник-дизайнер,800.0,1500.0,BYR,Брест,2022-12-12T12:15:23+0300
2481,"Специалист технической поддержки, Ozon Tech",,,,Жуковский,2022-12-12T12:11:58+0300
2482,PHP-разработчик,55000.0,,RUR,Ставрополь,2022-12-12T14:41:53+0300
2483,Инженер нагрузочного тестирования,,,,Москва,2022-12-12T13:12:05+0300
2484,Оператор станков с ЧПУ,,,,Екатеринбург,2022-12-12T16:15:08+0300
2485,Ведущий эксперт по безопасности SAP,,,,Москва,2022-12-12T13:52:40+0300
2486,Оператор-наладчик,60000.0,85000.0,RUR,Санкт-Петербург,2022-12-12T16:24:48+0300
2487,Графический дизайнер,,,,Минск,2022-12-12T13:17:32+0300
2488,Аналитик бизнес-процессов,,,,Москва,2022-12-12T15:55:23+0300
2489,Frontend-разработчик (senior),,,,Москва,2022-12-12T15:53:16+0300
2490,Токарь-универсал,105000.0,130000.0,RUR,Великий Новгород,2022-12-12T15:43:54+0300
2491,Токарь-универсал,105000.0,130000.0,RUR,Излучинск,2022-12-12T15:43:51+0300
2492,"Шлифовщик, г. Липецк",107000.0,,RUR,Курск,2022-12-12T12:52:09+0300
2493,Главный системный аналитик (развитие карточных продуктов),,,,Москва,2022-12-12T15:40:51+0300
2494,Бизнес-аналитик / Аналитик по оптимизации бизнес-процессов корпоративных функций,,,,Москва,2022-12-12T14:55:29+0300
2495,Инженер-программист (САПР),30000.0,,RUR,Борисоглебск,2022-12-12T16:13:09+0300
2496,Механик по выпуску автомобилей,48000.0,60000.0,RUR,Волгоград,2022-12-12T12:08:12+0300
2497,Middle/Senior .Net Developer,,,,Минск,2022-12-12T17:56:11+0300
2498,Менеджер проекта,,,,Москва,2022-12-12T15:17:41+0300
2499,Токарь-универсал,105000.0,130000.0,RUR,Октябрьское,2022-12-12T15:43:53+0300
2500,Главный кредитный аналитик,40000.0,,RUR,Тамбов,2022-12-12T14:17:22+0300
2501,Оператор станков с ЧПУ,60000.0,,RUR,Нижний Новгород,2022-12-12T14:03:51+0300
2502,Менеджер по работе с обращениями,31000.0,45000.0,RUR,Пермь,2022-12-12T15:50:31+0300
2503,Инженер отдела поддержки пользователей,25000.0,25000.0,RUR,Оренбург,2022-12-12T15:23:58+0300
2504,Аналитик фондового рынка,100000.0,,RUR,Москва,2022-12-12T14:05:37+0300
2505,Оператор станков с ЧПУ,,,,Челябинск,2022-12-12T16:15:08+0300
2506,Аналитик,,,,Москва,2022-12-12T16:43:59+0300
2507,Ведущий/Дефектоскопист рентгено- гаммаграфирования (защита информации),,,,Москва,2022-12-12T12:18:42+0300
2508,Java developer (онлайн-кинотеатр Movix),,,,Пермь,2022-12-12T17:30:07+0300
2509,Инженер 2 линии технической поддержки,,,,Москва,2022-12-12T13:04:21+0300
2510,Фрезеровщик,110000.0,,RUR,Самара,2022-12-12T12:15:03+0300
2511,Fullstack-разработчик C#/JavaScript,,,,Москва,2022-12-12T16:10:12+0300
2512,Токарь-универсал,105000.0,130000.0,RUR,Ясногорск,2022-12-12T15:43:47+0300
2513,Системный/Бизнес аналитик,,,,Москва,2022-12-12T14:04:49+0300
2514,Рабочий по наружной рекламе,37000.0,,RUR,Пермь,2022-12-12T13:28:20+0300
2515,Токарь-универсал,105000.0,130000.0,RUR,Сарс,2022-12-12T15:43:44+0300
2516,Токарь-универсал,105000.0,130000.0,RUR,Сурск,2022-12-12T15:43:52+0300
2517,Токарь-универсал,105000.0,130000.0,RUR,Волово (Тульская область),2022-12-12T15:43:48+0300
2518,Наладчик станков с ЧПУ,130000.0,135000.0,RUR,Нижний Новгород,2022-12-12T14:04:39+0300
2519,Ведущий специалист по информационной безопасности,82000.0,,RUR,Екатеринбург,2022-12-12T15:40:36+0300
2520,Техник группы инженерно - технического обеспечения связи и вооружения,25000.0,,RUR,Новокуйбышевск,2022-12-12T15:45:08+0300
2521,C# разработчик,100000.0,,RUR,Томск,2022-12-12T14:53:52+0300
2522,Системный аналитик в команду PREMIUM,,,,Москва,2022-12-12T17:21:30+0300
2523,Токарь-универсал,105000.0,130000.0,RUR,Кирово-Чепецк,2022-12-12T15:43:51+0300
2524,Оператор станков с ЧПУ,107000.0,,RUR,Ижевск,2022-12-12T13:22:58+0300
2525,Технический писатель,30000.0,40000.0,RUR,Ростов-на-Дону,2022-12-12T14:27:29+0300
2526,Шлифовщик,60000.0,80000.0,RUR,Подольск (Московская область),2022-12-12T15:45:27+0300
2527,Зачистник,64000.0,,RUR,Челябинск,2022-12-12T14:20:03+0300
2528,Помощник системного администратора,,40000.0,RUR,Рязань,2022-12-12T12:43:46+0300
2529,Ведущий разработчик Java,,,,Москва,2022-12-12T12:28:34+0300
2530,Главный системный аналитик,,,,Москва,2022-12-12T12:35:14+0300
2531,Токарь-универсал,105000.0,130000.0,RUR,Ветлужский (Нижегородская область),2022-12-12T15:43:54+0300
2532,Токарь-универсал,105000.0,130000.0,RUR,Солигалич,2022-12-12T15:43:52+0300
2533,Токарь-универсал,105000.0,130000.0,RUR,Кубринск,2022-12-12T15:43:52+0300
2534,Токарь-универсал,105000.0,130000.0,RUR,Вишневогорск,2022-12-12T15:43:50+0300
2535,Токарь-универсал,105000.0,130000.0,RUR,Шатск,2022-12-12T15:43:47+0300
2536,Ведущий специалист по поддержке пользователей,,,,Красноярск,2022-12-12T15:24:23+0300
2537,Business Solution Architect,,,,Москва,2022-12-12T17:44:00+0300
2538,Старший инженер,,,,Нижний Новгород,2022-12-12T12:17:08+0300
2539,Frontend-разработчик (Middle/Middle+),90000.0,120000.0,RUR,Самара,2022-12-12T13:09:12+0300
2540,"Корреспондент в сетевое издание ""Информационное агентство ""Владимирские новости""",23000.0,,RUR,Владимир,2022-12-12T16:45:46+0300
2541,Сервисный инженер по молочно-доильному оборудованию,50000.0,,RUR,Владимир,2022-12-12T17:45:35+0300
2542,"Оператор гибочного/лазерного/КРП станка (нержавеющая сталь, листовой металл, Всеволожск)",90000.0,,RUR,Санкт-Петербург,2022-12-12T13:54:03+0300
2543,Программист 1С,,,,Чебоксары,2022-12-12T14:50:10+0300
2544,Designer-Trainer/Дизайнер-Стажер,,,,Ташкент,2022-12-12T17:31:25+0300
2545,Руководитель проектов HoReCa,80000.0,160000.0,RUR,Санкт-Петербург,2022-12-12T15:04:40+0300
2546,Токарь-универсал,105000.0,130000.0,RUR,Усолье,2022-12-12T15:43:44+0300
2547,Токарь-универсал,105000.0,130000.0,RUR,Исток,2022-12-12T15:43:45+0300
2548,Токарь-универсал,105000.0,130000.0,RUR,Харовск,2022-12-12T15:43:53+0300
2549,Токарь-универсал,105000.0,130000.0,RUR,Ветлужский,2022-12-12T15:43:52+0300
2550,Токарь-универсал,105000.0,130000.0,RUR,Левашово,2022-12-12T15:43:52+0300
2551,Токарь-универсал,105000.0,130000.0,RUR,Спасск,2022-12-12T15:43:53+0300
2552,Токарь-универсал,105000.0,130000.0,RUR,Багаряк,2022-12-12T15:43:50+0300
2553,Токарь-универсал,105000.0,130000.0,RUR,Тюбук,2022-12-12T15:43:49+0300
2554,Системный администратор,50000.0,50000.0,RUR,Краснодар,2022-12-12T17:12:19+0300
2555,Токарь-универсал,105000.0,130000.0,RUR,Чебаркуль,2022-12-12T15:43:46+0300
2556,Токарь-универсал,105000.0,130000.0,RUR,Козельск,2022-12-12T15:43:44+0300
2557,Системный администратор Отдел развития телекоммуникаций ЦОД,60000.0,,RUR,Тюмень,2022-12-12T15:48:58+0300
2558,Оператор станков с ЧПУ,50000.0,70000.0,RUR,Трехгорный,2022-12-12T13:27:19+0300
2559,Наладчик станков с ЧПУ,135000.0,145000.0,RUR,Волгоград,2022-12-12T13:25:48+0300
2560,Программист 1 С,165000.0,165000.0,RUR,Сочи,2022-12-12T16:12:06+0300
2561,Java-разработчик (Департамент «Страхование»),,,,Москва,2022-12-12T12:18:04+0300
2562,Токарь-универсал,105000.0,130000.0,RUR,Гремячинск,2022-12-12T15:43:53+0300
2563,Токарь-универсал,105000.0,130000.0,RUR,Двуреченск,2022-12-12T15:43:45+0300
